SHAPE_Leng,SHAPE_Area,slope_mean
12.21889966350,7.25611586087,46.9358194139269
21.53210454890,27.45372051800,28.2197009600126
6.22843752564,2.13313299560,43.8445911407471
7.19830516107,3.12526276290,35.9960594177246
12.35607483570,8.03758225704,36.7225966453552
4.70954380658,1.43887908611,36.3977884502458
13.87766675310,11.71461277400,32.4482105255127
13.79827504340,11.26252943470,36.9223226547241
23.36545550140,25.77881368460,27.342488362239
10.53108168870,5.83829164982,32.1901760101318
8.16121632014,3.73809076691,32.138796488444
7.99955571399,3.93156050800,35.3445453643799
11.72770348780,7.57819774495,38.5515302930559
13.54349371740,6.89617042578,37.8117866516113
20.15645770080,23.84850983780,41.8380405719464
10.13660559320,6.52093491018,42.556090763637
5.31855021691,1.86210442333,51.3198051452637
20.98343640410,26.25369928780,46.0628982826515
6.70286880351,3.08046418467,48.1284465789795
19.90390872190,21.86597100790,45.9789557684036
11.27055473960,7.96950445474,30.5505554676056
12.50883467790,11.08269548460,29.6873992573131
16.58078450150,14.76094790680,29.9872965131487
9.87731081541,6.31899602236,28.2580819129944
10.43426922060,6.30932760553,32.010718981425
28.09901816510,41.04762754030,23.0558259270408
8.41197464490,4.32022933448,30.7225694656372
7.57831933135,2.96605740388,12.6887040138245
10.00486034380,7.04238319462,25.4021799564362
10.45724431820,5.69607406420,26.0098094940186
11.44452451890,7.19770516894,25.9064497266497
28.04415166710,36.93562213190,23.3281017509667
15.82814314910,14.95235206850,28.440861638387
14.78114066170,12.21626295780,27.9914382298787
11.06269152600,5.50362189966,25.3672019958496
9.48707372798,5.71445769984,29.3068494796753
11.51438698800,8.21392855889,28.1065678596497
9.99136077864,6.98235014078,28.9580334254674
11.59507773660,7.24910217009,26.0046491622925
12.83141551530,7.90147590432,18.9131810324533
18.66311542380,10.71708748130,17.7366075515747
19.31247906400,22.84992037760,29.8795772032304
14.92556056340,14.33820221290,25.5907190763033
17.41204078270,18.52968614380,45.1501934528351
4.91479040725,1.72923025993,24.3898086547852
4.02583610265,1.08313957507,30.1879220205377
6.15275695716,2.25390206364,35.9423758188883
20.49498834390,25.68660660180,29.045800942641
15.65639374440,12.87343996510,41.9334552288055
9.37916598214,5.42602840518,33.3845413208008
12.08940705550,8.38018252044,30.1382944318983
22.84813830690,33.28487182880,43.1142477852958
9.96749917414,6.75956605607,43.5547027587891
8.09896988240,3.59576212873,42.8768243789673
13.73292036130,10.47098665390,38.0113883972168
14.65194993920,12.14972237810,29.9277869137851
18.69161119400,18.78345213290,21.7572193145752
34.26656497830,50.95512873030,22.6418606376648
7.59009274869,3.84341820068,27.4167475700378
25.19224139200,40.79185804220,25.2543470801377
26.38546767990,33.85848707280,22.5072681057838
9.23050494539,4.83598096762,27.4219226837158
13.21173240260,8.78765598938,28.1507303714752
6.07675512045,2.26066985003,27.5877685546875
5.14332419847,1.78554273919,29.6236228942871
10.24660249010,4.77025273750,23.429211139679
10.07290150680,5.43654280158,23.7639102935791
20.53767834780,22.69297066610,26.6677543640137
15.53469243930,6.32153744883,22.1630442483085
16.21729142540,8.35776571608,23.5224759843614
38.94834492290,60.23335412110,22.7803467750549
19.86631174680,15.85329738540,23.7746495564779
16.95259646720,17.13479361420,25.8727363944054
23.89139104630,36.58358202560,23.5298707220289
50.04259953920,114.12138600400,23.4409478779497
18.72169894660,18.51319220260,25.5772825876872
16.02019841560,15.68353536450,24.5793449695294
18.20162666100,22.54187303420,23.2912000020345
13.57009035120,7.77717032844,23.4201669692993
24.78320431800,26.11569287420,23.1141261348018
7.23454892887,3.24430525830,32.5914297103882
4.45743393202,1.21039822960,28.2512875428265
17.20240655570,17.01998161780,25.2648380067613
20.21576079910,27.56002829180,25.8625903320312
9.39573712480,5.49503213731,27.5983509063721
13.98798352910,10.17053276080,22.7377359602186
12.81707907950,5.13524753306,23.6741863886515
18.16829531910,18.03099003780,26.6013017542222
11.29482443170,8.48552626359,24.1641379462348
11.23595159640,7.04591889690,30.1814131055559
6.49981902276,2.49548850467,34.5000886917114
25.97647703660,24.12687970870,28.3674242401123
